,X,Y,OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DOY,OCC_DAY,OCC_HOUR,OCC_TIME_RANGE,DIVISION,DEATH,INJURIES,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
3258,-79.48997695,43.759319399,3259,GO-2017170366,2017/01/27 05:00:00+00,2017,January,Friday,27,27,17,Afternoon,D31,0,1,27,York University Heights,27,York University Heights (27),-79.4899769496744,43.7593193988805
3261,-79.511387056,43.75012851,3262,GO-2017735143,2017/04/26 04:00:00+00,2017,April,Wednesday,116,26,21,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.511387055911,43.7501285096067
3281,-79.4988573209999,43.776739331,3282,GO-20171230842,2017/07/09 04:00:00+00,2017,July,Sunday,190,9,19,Evening,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4988573206672,43.776739330842
3284,-79.5205150909999,43.7393066170001,3285,GO-2017250050,2017/02/09 05:00:00+00,2017,February,Thursday,40,9,12,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5205150906088,43.7393066166876
3285,-79.4988573209999,43.776739331,3286,GO-20171846376,2017/10/12 04:00:00+00,2017,October,Thursday,285,12,1,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4988573206672,43.776739330842
3288,-79.509677305,43.739666519,3289,GO-20171670421,2017/09/14 04:00:00+00,2017,September,Thursday,257,14,23,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5096773046176,43.7396665192647
3291,-79.50429518,43.7653153250001,3292,GO-2017418597,2017/03/07 05:00:00+00,2017,March,Tuesday,66,7,22,Evening,D31,0,0,27,York University Heights,27,York University Heights (27),-79.5042951802318,43.7653153254207
3293,-79.520041697,43.749634267,3294,GO-20171945900,2017/10/27 04:00:00+00,2017,October,Friday,300,27,13,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5200416965652,43.7496342669371
3294,-79.518112007,43.758968935,3295,GO-2017231369,2017/02/06 05:00:00+00,2017,February,Monday,37,6,15,Afternoon,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5181120065343,43.7589689353272
3298,-79.511387056,43.75012851,3299,GO-20171364946,2017/07/29 04:00:00+00,2017,July,Saturday,210,29,21,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.511387055911,43.7501285096067
3300,-79.521347685,43.7417389490001,3301,GO-20171242657,2017/07/11 04:00:00+00,2017,July,Tuesday,192,11,15,Afternoon,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5213476846881,43.7417389494181
3309,-79.5188698859999,43.7385742770001,3310,GO-2017304238,2017/02/17 05:00:00+00,2017,February,Friday,48,17,1,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5188698859095,43.7385742765009
3310,-79.4988573209999,43.776739331,3311,GO-20173076860,2017/11/26 05:00:00+00,2017,November,Sunday,330,26,20,Evening,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4988573206672,43.776739330842
3331,-79.5204011599999,43.768820546,3332,GO-2017481626,2017/03/18 04:00:00+00,2017,March,Saturday,77,18,0,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5204011599846,43.7688205461889
3343,-79.5194285869999,43.764721025,3344,GO-2017690394,2017/04/20 04:00:00+00,2017,April,Thursday,110,20,0,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5194285872643,43.7647210248774
3356,-79.514763739,43.76720514,3357,GO-2017536858,2017/03/26 04:00:00+00,2017,March,Sunday,85,26,20,Evening,D31,0,2,24,Black Creek,24,Black Creek (24),-79.5147637388827,43.7672051400814
3366,-79.505541776,43.7648662510001,3367,GO-2017781872,2017/05/03 04:00:00+00,2017,May,Wednesday,123,3,23,Evening,D31,0,0,27,York University Heights,27,York University Heights (27),-79.505541775914,43.7648662505794
3368,-79.5209945349999,43.765089903,3369,GO-20171613046,2017/09/05 04:00:00+00,2017,September,Tuesday,248,5,18,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5209945348323,43.7650899027899
3369,-79.5225256799999,43.7716035820001,3370,GO-2017239156,2017/02/07 05:00:00+00,2017,February,Tuesday,38,7,12,Afternoon,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5225256801392,43.7716035823842
3405,-79.522922986,43.751382472,3406,GO-2017580265,2017/03/24 04:00:00+00,2017,March,Friday,83,24,22,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5229229860031,43.7513824722984
3412,-79.497351759,43.7661409730001,3413,GO-20171152808,2017/06/28 04:00:00+00,2017,June,Wednesday,179,28,2,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4973517587238,43.7661409731417
3418,-79.5124828469999,43.74773351,3419,GO-20173190508,2017/12/13 05:00:00+00,2017,December,Wednesday,347,13,20,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5124828467004,43.7477335104921
3433,-79.5177280949999,43.7572287130001,3434,GO-2017703609,2017/04/21 04:00:00+00,2017,April,Friday,111,21,23,Evening,D31,0,0,25,Glenfield-Jane Heights,24,Black Creek (24),-79.5177280946691,43.7572287132495
3435,-79.491659068,43.7537345690001,3436,GO-20171220448,2017/07/08 04:00:00+00,2017,July,Saturday,189,8,3,Night,D31,0,1,27,York University Heights,27,York University Heights (27),-79.4916590681686,43.7537345694804
3447,-79.513681541,43.7412339050001,3448,GO-20171073092,2017/06/16 04:00:00+00,2017,June,Friday,167,16,12,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5136815412583,43.7412339049138
3464,-79.5068817329999,43.7403182130001,3465,GO-20171474326,2017/08/15 04:00:00+00,2017,August,Tuesday,227,15,17,Afternoon,D31,0,2,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.506881733,43.7403182129664
3477,-79.5152277779999,43.7681488160001,3478,GO-2017449278,2017/03/12 05:00:00+00,2017,March,Sunday,71,12,22,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
3480,-79.5124828469999,43.74773351,3481,GO-20171365629,2017/07/30 04:00:00+00,2017,July,Sunday,211,30,0,Night,D41,0,2,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5124828467004,43.7477335104921
3484,-79.517071158,43.7548481310001,3485,GO-2017202856,2017/02/01 05:00:00+00,2017,February,Wednesday,32,1,22,Evening,D31,1,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5170711581945,43.754848130508
3494,-79.509677305,43.739666519,3495,GO-20173270542,2017/12/27 05:00:00+00,2017,December,Wednesday,361,27,1,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5096773046176,43.7396665192647
3496,-79.519685177,43.765902619,3497,GO-2017137349,2017/01/23 05:00:00+00,2017,January,Monday,23,23,2,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5196851774208,43.7659026187864
3509,-79.501762395,43.766935958,3510,GO-20173234441,2017/12/20 05:00:00+00,2017,December,Wednesday,354,20,13,Afternoon,D31,0,0,27,York University Heights,27,York University Heights (27),-79.5017623945892,43.7669359577903
3511,-79.512807423,43.751466738,3512,GO-2017288821,2017/02/15 05:00:00+00,2017,February,Wednesday,46,15,17,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5128074227241,43.7514667384787
3551,-79.517071158,43.7548481310001,3552,GO-20181483997,2018/08/12 04:00:00+00,2018,August,Sunday,224,12,13,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5170711581945,43.754848130508
3556,-79.514676768,43.751045635,3557,GO-20181103058,2018/06/17 04:00:00+00,2018,June,Sunday,168,17,20,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5146767677068,43.7510456354209
3559,-79.5204011599999,43.768820546,3560,GO-2018393677,2018/03/02 05:00:00+00,2018,March,Friday,61,2,23,Evening,D31,1,0,24,Black Creek,24,Black Creek (24),-79.5204011599846,43.7688205461889
3562,-79.4714769879999,43.7678203080001,3563,GO-20182009638,2018/10/31 04:00:00+00,2018,October,Wednesday,304,31,18,Evening,D32,0,0,27,York University Heights,27,York University Heights (27),-79.4714769880066,43.7678203076073
3563,-79.5188698859999,43.7385742770001,3564,GO-20181810929,2018/09/30 04:00:00+00,2018,September,Sunday,273,30,21,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5188698859095,43.7385742765009
3564,-79.5152277779999,43.7681488160001,3565,GO-20181194997,2018/07/01 04:00:00+00,2018,July,Sunday,182,1,4,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
3568,-79.5152277779999,43.7681488160001,3569,GO-20182366356,2018/12/27 05:00:00+00,2018,December,Thursday,361,27,9,Morning,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
3571,-79.511387056,43.75012851,3572,GO-20181686037,2018/09/11 04:00:00+00,2018,September,Tuesday,254,11,19,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.511387055911,43.7501285096067
3573,-79.515681163,43.7491415380001,3574,GO-20181090590,2018/06/15 04:00:00+00,2018,June,Friday,166,15,22,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5156811631941,43.7491415377157
3582,-79.509776771,43.760453672,3583,GO-2018856524,2018/05/12 04:00:00+00,2018,May,Saturday,132,12,12,Afternoon,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5097767709609,43.7604536720219
3584,-79.5202051429999,43.7524750110001,3585,GO-20181492923,2018/08/13 04:00:00+00,2018,August,Monday,225,13,19,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5202051427954,43.7524750114895
3588,-79.501498199,43.7414941580001,3589,GO-20181933444,2018/10/19 04:00:00+00,2018,October,Friday,292,19,20,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5014981987246,43.7414941583243
3592,-79.5164867399999,43.752502629,3593,GO-20182390414,2018/12/31 05:00:00+00,2018,December,Monday,365,31,13,Afternoon,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5164867401884,43.7525026291984
3609,-79.5202051429999,43.7524750110001,3610,GO-20182324586,2018/12/19 05:00:00+00,2018,December,Wednesday,353,19,15,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5202051427954,43.7524750114895
3613,-79.515124825,43.7470881450001,3614,GO-201830601,2018/01/06 05:00:00+00,2018,January,Saturday,6,6,0,Night,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5151248248268,43.7470881449389
3624,-79.519288183,43.770266264,3625,GO-20189010957,2018/04/07 04:00:00+00,2018,April,Saturday,97,7,8,Morning,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
3627,-79.517044803,43.7519037960001,3628,GO-20182058926,2018/11/08 05:00:00+00,2018,November,Thursday,312,8,5,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5170448029943,43.7519037963571
3631,-79.511669941,43.7660358050001,3632,GO-20182318418,2018/12/18 05:00:00+00,2018,December,Tuesday,352,18,16,Afternoon,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5116699406399,43.7660358045308
3633,-79.519685177,43.765902619,3634,GO-20181049461,2018/06/10 04:00:00+00,2018,June,Sunday,161,10,3,Night,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5196851774208,43.7659026187864
3637,-79.5152277779999,43.7681488160001,3638,GO-20181734852,2018/09/19 04:00:00+00,2018,September,Wednesday,262,19,6,Morning,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
3663,-79.513681541,43.7412339050001,3664,GO-2018915106,2018/05/21 04:00:00+00,2018,May,Monday,141,21,14,Afternoon,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5136815412583,43.7412339049138
3664,-79.494645685,43.777711851,3665,GO-20181823974,2018/10/02 04:00:00+00,2018,October,Tuesday,275,2,21,Evening,D31,1,0,27,York University Heights,27,York University Heights (27),-79.4946456853668,43.7777118510311
3685,-79.516800156,43.751468436,3686,GO-20181463139,2018/08/09 04:00:00+00,2018,August,Thursday,221,9,12,Afternoon,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5168001558228,43.7514684355014
3692,-79.5188698859999,43.7385742770001,3693,GO-20182153757,2018/11/22 05:00:00+00,2018,November,Thursday,326,22,0,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5188698859095,43.7385742765009
3710,-79.5124828469999,43.74773351,3711,GO-20181213495,2018/07/04 04:00:00+00,2018,July,Wednesday,185,4,0,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5124828467004,43.7477335104921
3720,-79.507926807,43.7592774490001,3721,GO-20181739123,2018/09/19 04:00:00+00,2018,September,Wednesday,262,19,19,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5079268073917,43.7592774494367
3722,-79.516220575,43.770126453,3723,GO-20181245963,2018/07/09 04:00:00+00,2018,July,Monday,190,9,2,Night,D31,1,0,24,Black Creek,24,Black Creek (24),-79.5162205752444,43.7701264530946
3730,-79.494645685,43.777711851,3731,GO-20181708614,2018/09/15 04:00:00+00,2018,September,Saturday,258,15,2,Night,D31,0,1,27,York University Heights,27,York University Heights (27),-79.4946456853668,43.7777118510311
3749,-79.519685177,43.765902619,3750,GO-20182218799,2018/12/03 05:00:00+00,2018,December,Monday,337,3,5,Night,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5196851774208,43.7659026187864
3760,-79.5104455809999,43.7492207270001,3761,GO-2018132065,2018/01/21 05:00:00+00,2018,January,Sunday,21,21,23,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5104455810769,43.7492207267183
3789,-79.476586799,43.7643128230001,3790,GO-20181815660,2018/10/01 04:00:00+00,2018,October,Monday,274,1,18,Evening,D32,0,0,27,York University Heights,27,York University Heights (27),-79.4765867987994,43.7643128234304
3791,-79.518818412,43.7619114080001,3792,GO-2018928575,2018/05/21 04:00:00+00,2018,May,Monday,141,21,22,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5188184121788,43.7619114084511
3799,-79.509677305,43.739666519,3800,GO-2018767104,2018/04/29 04:00:00+00,2018,April,Sunday,119,29,16,Afternoon,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5096773046176,43.7396665192647
3821,-79.5124828469999,43.74773351,3822,GO-20181952810,2018/10/22 04:00:00+00,2018,October,Monday,295,22,22,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5124828467004,43.7477335104921
3833,-79.516689325,43.7518500300001,3834,GO-20182369306,2018/12/27 05:00:00+00,2018,December,Thursday,361,27,19,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.516689324964,43.7518500304016
3834,-79.5068817329999,43.7403182130001,3835,GO-2018522710,2018/03/22 04:00:00+00,2018,March,Thursday,81,22,21,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.506881733,43.7403182129664
3835,-79.508052708,43.748071913,3836,GO-20182058352,2018/11/08 05:00:00+00,2018,November,Thursday,312,8,1,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5080527081563,43.7480719134857
3852,-79.494035087,43.7751627390001,3853,GO-2018172846,2018/01/28 05:00:00+00,2018,January,Sunday,28,28,2,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4940350867737,43.7751627388722
3856,-79.5152277779999,43.7681488160001,3857,GO-2018249311,2018/02/08 05:00:00+00,2018,February,Thursday,39,8,22,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
3862,-79.5152277779999,43.7681488160001,3863,GO-20181240749,2018/07/08 04:00:00+00,2018,July,Sunday,189,8,3,Night,D31,1,0,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
3898,-79.499474393,43.7783721220001,3899,GO-20182218561,2018/12/03 05:00:00+00,2018,December,Monday,337,3,5,Night,D31,0,1,27,York University Heights,27,York University Heights (27),-79.4994743934585,43.7783721224786
3902,-79.5104455809999,43.7492207270001,3903,GO-2018916925,2018/05/21 04:00:00+00,2018,May,Monday,141,21,20,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5104455810769,43.7492207267183
3915,-79.5012527379999,43.752627739,3916,GO-20181261648,2018/07/10 04:00:00+00,2018,July,Tuesday,191,10,22,Evening,D31,0,0,27,York University Heights,27,York University Heights (27),-79.5012527383232,43.7526277390195
3931,-79.517771268,43.7590098270001,3932,GO-20182315055,2018/12/18 05:00:00+00,2018,December,Tuesday,352,18,6,Morning,D31,1,0,24,Black Creek,24,Black Creek (24),-79.5177712679938,43.7590098266466
3936,-79.5134418219999,43.758052934,3937,GO-2018714693,2018/04/21 04:00:00+00,2018,April,Saturday,111,21,17,Afternoon,D31,0,1,25,Glenfield-Jane Heights,24,Black Creek (24),-79.5134418219425,43.7580529338225
3948,-79.491049682,43.7634960090001,3949,GO-20181771219,2018/09/24 04:00:00+00,2018,September,Monday,267,24,17,Afternoon,D31,0,1,27,York University Heights,27,York University Heights (27),-79.4910496816828,43.7634960094883
3950,-79.509677305,43.739666519,3951,GO-20181190914,2018/06/30 04:00:00+00,2018,June,Saturday,181,30,17,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5096773046176,43.7396665192647
3952,-79.514763739,43.76720514,3953,GO-20182140195,2018/11/20 05:00:00+00,2018,November,Tuesday,324,20,20,Evening,D31,0,1,24,Black Creek,24,Black Creek (24),-79.5147637388827,43.7672051400814
3979,-79.488274744,43.7640809220001,3980,GO-20191474276,2019/08/05 04:00:00+00,2019,August,Monday,217,5,6,Morning,D31,0,4,27,York University Heights,27,York University Heights (27),-79.4882747441671,43.7640809216183
3990,-79.5132172799999,43.7393831790001,3991,GO-20192425488,2019/12/16 05:00:00+00,2019,December,Monday,350,16,22,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5132172795793,43.7393831786129
4004,-79.508753601,43.7471213490001,4005,GO-2019697300,2019/04/18 04:00:00+00,2019,April,Thursday,108,18,0,Night,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5087536005565,43.7471213494083
4011,-79.5124828469999,43.74773351,4012,GO-20191453204,2019/08/02 04:00:00+00,2019,August,Friday,214,2,0,Night,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5124828467004,43.7477335104921
4012,-79.5152277779999,43.7681488160001,4013,GO-2019719537,2019/04/21 04:00:00+00,2019,April,Sunday,111,21,17,Afternoon,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5152277778151,43.7681488158175
4022,-79.5194285869999,43.764721025,4023,GO-2019555347,2019/03/27 04:00:00+00,2019,March,Wednesday,86,27,21,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5194285872643,43.7647210248774
4028,-79.488274744,43.7640809220001,4029,GO-2019973434,2019/05/28 04:00:00+00,2019,May,Tuesday,148,28,1,Night,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4882747441671,43.7640809216183
4039,-79.516800156,43.751468436,4040,GO-20191790515,2019/09/17 04:00:00+00,2019,September,Tuesday,260,17,20,Evening,D31,0,2,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5168001558228,43.7514684355014
4045,-79.508753601,43.7471213490001,4046,GO-20191087667,2019/06/12 04:00:00+00,2019,June,Wednesday,163,12,22,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5087536005565,43.7471213494083
4054,-79.509299202,43.738304844,4055,GO-20191926274,2019/10/06 04:00:00+00,2019,October,Sunday,279,6,11,Morning,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5092992016922,43.7383048438255
4057,-79.5192354659999,43.752865543,4058,GO-2019677149,2019/04/15 04:00:00+00,2019,April,Monday,105,15,2,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5192354664486,43.7528655426291
4062,-79.508052708,43.748071913,4063,GO-20191676041,2019/09/02 04:00:00+00,2019,September,Monday,245,2,5,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5080527081563,43.7480719134857
4075,-79.517071158,43.7548481310001,4076,GO-20191538552,2019/08/13 04:00:00+00,2019,August,Tuesday,225,13,22,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5170711581945,43.754848130508
4083,-79.514676768,43.751045635,4084,GO-20192398297,2019/12/12 05:00:00+00,2019,December,Thursday,346,12,22,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5146767677068,43.7510456354209
4115,-79.5124828469999,43.74773351,4116,GO-20191894014,2019/10/01 04:00:00+00,2019,October,Tuesday,274,1,21,Evening,D31,2,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5124828467004,43.7477335104921
4120,-79.5104455809999,43.7492207270001,4121,GO-20192071128,2019/10/26 04:00:00+00,2019,October,Saturday,299,26,21,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5104455810769,43.7492207267183
4165,-79.5124828469999,43.74773351,4166,GO-20192149027,2019/11/06 05:00:00+00,2019,November,Wednesday,310,6,21,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5124828467004,43.7477335104921
4173,-79.5124828469999,43.74773351,4174,GO-2019606490,2019/04/04 04:00:00+00,2019,April,Thursday,94,4,14,Afternoon,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5124828467004,43.7477335104921
4188,-79.509299202,43.738304844,4189,GO-2019696176,2019/04/17 04:00:00+00,2019,April,Wednesday,107,17,19,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5092992016922,43.7383048438255
4196,-79.517071158,43.7548481310001,4197,GO-20191401321,2019/07/25 04:00:00+00,2019,July,Thursday,206,25,20,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5170711581945,43.754848130508
4198,-79.516220575,43.770126453,4199,GO-20192293136,2019/11/27 05:00:00+00,2019,November,Wednesday,331,27,22,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5162205752444,43.7701264530946
4199,-79.5188698859999,43.7385742770001,4200,GO-20192207030,2019/11/14 05:00:00+00,2019,November,Thursday,318,14,12,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5188698859095,43.7385742765009
4201,-79.5194285869999,43.764721025,4202,GO-20191727348,2019/09/08 04:00:00+00,2019,September,Sunday,251,8,21,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5194285872643,43.7647210248774
4213,-79.515359385,43.7576060430001,4214,GO-20191713176,2019/09/07 04:00:00+00,2019,September,Saturday,250,7,8,Morning,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5153593851301,43.7576060434351
4235,-79.514627236,43.7634371010001,4236,GO-2019561471,2019/03/28 04:00:00+00,2019,March,Thursday,87,28,19,Evening,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5146272362692,43.7634371013947
4239,-79.5104455809999,43.7492207270001,4240,GO-20191730541,2019/09/09 04:00:00+00,2019,September,Monday,252,9,17,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5104455810769,43.7492207267183
4253,-79.509299202,43.738304844,4254,GO-2019439605,2019/03/10 05:00:00+00,2019,March,Sunday,69,10,6,Morning,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5092992016922,43.7383048438255
4265,-79.516800156,43.751468436,4266,GO-20192477796,2019/12/24 05:00:00+00,2019,December,Tuesday,358,24,14,Afternoon,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5168001558228,43.7514684355014
4269,-79.509299202,43.738304844,4270,GO-20192368719,2019/12/08 05:00:00+00,2019,December,Sunday,342,8,21,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5092992016922,43.7383048438255
4299,-79.516689325,43.7518500300001,4300,GO-20192516547,2019/12/31 05:00:00+00,2019,December,Tuesday,365,31,2,Night,D31,0,2,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.516689324964,43.7518500304016
4302,-79.4747151879999,43.7861988980001,4303,GO-20192199214,2019/11/14 05:00:00+00,2019,November,Thursday,318,14,10,Morning,D32,0,2,27,York University Heights,27,York University Heights (27),-79.4747151880576,43.786198898495
4316,-79.504982727,43.7413953670001,4317,GO-2019352275,2019/02/25 05:00:00+00,2019,February,Monday,56,25,0,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5049827274221,43.7413953665875
4325,-79.5188698859999,43.7385742770001,4326,GO-20191893867,2019/10/01 04:00:00+00,2019,October,Tuesday,274,1,21,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5188698859095,43.7385742765009
4334,-79.512807423,43.751466738,4335,GO-20191865252,2019/09/26 04:00:00+00,2019,September,Thursday,269,26,19,Evening,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5128074227241,43.7514667384787
4336,-79.496691185,43.7519314960001,4337,GO-20192105390,2019/10/30 04:00:00+00,2019,October,Wednesday,303,30,23,Evening,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4966911852528,43.7519314962003
4340,-79.488169864,43.752017621,4341,GO-2019448210,2019/03/11 04:00:00+00,2019,March,Monday,70,11,19,Evening,D31,0,0,27,York University Heights,27,York University Heights (27),-79.4881698635413,43.7520176209253
4350,-79.512935203,43.752241423,4351,GO-20191893633,2019/10/01 04:00:00+00,2019,October,Tuesday,274,1,20,Evening,D31,0,1,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5129352029045,43.7522414225474
4351,-79.508052708,43.748071913,4352,GO-20191430968,2019/07/30 04:00:00+00,2019,July,Tuesday,211,30,0,Night,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5080527081563,43.7480719134857
4362,-79.5104455809999,43.7492207270001,4363,GO-20191113111,2019/06/16 04:00:00+00,2019,June,Sunday,167,16,14,Afternoon,D31,0,0,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5104455810769,43.7492207267183
4407,-79.519288183,43.770266264,4408,GO-20191513628,2019/08/10 04:00:00+00,2019,August,Saturday,222,10,14,Afternoon,D31,0,0,24,Black Creek,24,Black Creek (24),-79.5192881828067,43.7702662644401
